3498.572165,1371.596702,1819.132744,19657.232378,12577.052229,16240.061872
12454.513066,2728.927210,18105.493625,16102.659689,9815.319004,13431.491074
15444.717198,11886.190339,11226.281304,18589.041615,4477.252504,14489.952922
6879.339354,16116.198146,864.585901,16999.342853,5986.889479,10352.388475
13043.912559,2126.828102,9700.666142,12716.525733,14769.978748,13237.447331
15239.924067,1382.816233,648.461690,12474.256091,6646.010329,11390.429637
5547.735080,2228.742494,17560.447942,13599.912078,15729.507054,15061.942271
19285.353318,1467.118874,11566.330816,15324.227386,9611.182644,1526.662276
10361.047174,13337.951898,794.030320,989.631724,18566.771210,4518.874349
10165.743035,14441.502549,13411.166626,17027.716963,4034.854718,10832.777892
5760.465756,1053.429868,14295.242928,605.710471,15247.034933,2834.890702
2472.159536,17660.583391,19543.166203,1607.083169,3829.901626,16853.080476
9397.238221,2110.947288,18379.182984,5680.709693,4880.694230,11848.376099
4023.957884,5564.622314,18240.494875,4929.178602,12405.633407,19595.269417
4599.805721,15075.387254,558.358900,7239.990112,1356.345291,222.200060
3632.779665,12663.610207,9701.237506,10168.103462,13981.719332,12525.574031
8163.759122,2273.172345,15176.334884,15871.104223,5221.602264,13074.994795
16361.452802,1725.983787,6641.953046,15589.176572,18744.012897,7826.792013
1397.001593,15095.569747,18398.981217,7469.694760,7396.622107,6813.250828
9394.054658,2109.991498,18367.553263,5678.856495,4860.607851,11847.052842
3991.817459,13276.467267,13933.885911,8722.775463,17203.909153,14254.347999
59.366299,14110.284947,5573.720673,6455.188632,15977.781377,12811.794787
15786.171435,12389.251612,1062.641561,5555.967845,4127.997231,2141.980178
16899.879022,5776.774278,12004.142672,8982.628920,11932.324106,14084.454537
2055.001937,11783.321220,17275.444462,3692.975441,18113.389772,14947.752397
16341.709766,16729.785970,1600.221925,1477.114567,17038.440588,3944.682229
15276.522530,14605.540326,96.820429,2434.195788,14630.590724,8533.491218
17874.801318,8498.666348,7033.177379,10757.333774,17497.514007,18957.947092
9389.669947,11277.895477,2070.232399,15690.227478,10817.558194,18898.533146
12939.781227,17820.960554,10894.684480,4476.841753,9325.795131,13826.692051
7664.576482,19155.769033,17290.446523,14583.679986,15893.371585,7589.417605
19233.274333,428.177915,4392.841801,2945.543754,6434.097941,9167.426623
10603.599085,18674.120709,2536.879869,276.936080,3134.996878,13386.540230
14137.343329,7230.042232,9980.913929,7530.076109,3526.687388,13298.529570
6218.979010,15601.641393,7546.845019,12443.295823,4324.396026,6178.933653
19811.425481,14218.946638,10287.765275,10929.190132,15267.739802,1506.430240
6598.852744,17029.858661,16673.057594,11622.384598,18623.010074,10072.817019
716.042082,8556.159203,3702.137089,15544.871539,705.480139,6183.261668
854.048583,392.812417,15779.570277,15746.853176,1881.853411,14018.431514
4803.369250,17055.041833,12255.433531,16154.090590,5937.887829,7670.464191
8929.217883,2566.459533,9369.208243,12944.238339,13328.896122,9828.986428
11950.064619,11942.623411,4713.840378,16331.396498,16340.847871,7479.791637
4730.170267,5894.533721,13497.473644,884.343039,9059.119718,13521.916393
15718.402695,13282.960079,11496.689804,3710.270242,5804.328129,7097.334886
18394.771078,5471.928953,7791.472438,838.983609,18997.806387,12092.804297
13618.526374,2950.729325,1307.741218,1266.438335,3062.587460,9961.402294
16184.293811,18596.239537,18867.775064,16140.212644,16263.363078,13691.827468
1715.244987,12619.352125,12039.522630,17049.104861,19781.676918,7967.837484
359.250678,19350.148744,14953.969133,18860.987564,9972.473873,2864.956129
973.821884,10037.112423,1059.967294,3322.215205,11425.992074,1822.802972
6876.978415,16118.477891,863.371885,17003.564837,5995.838162,10352.055288
15405.448311,19722.350710,13857.813432,12851.632514,15628.844744,5122.994771
19036.708814,14455.795281,13122.848814,3376.314781,19073.383963,2655.962919
19039.709326,7815.354602,3886.636569,9424.332255,11434.567368,3837.321217
4422.646312,1875.357583,13320.363583,15088.564821,11805.831273,13151.042679
17139.522854,3548.416031,1462.132204,11069.968801,8286.967355,1963.341313
879.961475,13549.907983,13661.893459,11181.606471,43.407807,9245.630933
13834.810084,13771.467755,17494.805815,14973.311825,12183.411592,5618.307746
16243.160317,15151.298153,19118.588844,5732.994500,17932.691668,16.801089
18399.887268,5473.081006,7792.456393,831.663427,18994.624853,12091.999803
1734.596531,12620.693374,12052.323611,17037.007447,19783.688744,7980.462467
15946.942937,12469.967828,4826.873207,19160.796593,9779.581057,5940.401881
13930.601947,13462.113010,17728.363414,6487.133935,9270.851930,2527.216747
11798.292132,15974.012509,15452.469029,646.551172,5806.659652,2303.881231
5076.438777,5214.454157,6339.034968,19722.190026,1406.474686,8610.197859
2702.112126,7723.914458,18438.816335,1691.368505,12822.685614,4618.910235
11790.225298,15973.359261,15449.756395,634.481439,5804.238755,2307.298295
10602.022796,4793.195262,15616.461882,4455.402156,18813.651008,1988.631271
2519.309218,3003.935956,1059.825294,9841.050814,17366.603282,11689.691973
14413.348742,5042.196914,18163.494470,8228.957562,16192.849949,6460.575368
4097.815295,4256.068257,18249.132937,13359.977692,13758.475005,2532.349487
18057.478326,103.559299,14657.546348,3279.755708,7247.068841,16969.227942
5773.136135,5149.433913,10621.301295,13200.544060,16515.813522,9775.736267
10196.796326,17167.718582,10320.765364,15809.177481,3188.900436,1857.661746
14687.588626,11020.225774,16733.720718,5143.482706,18026.012130,2728.621075
10630.538787,13330.516208,7568.987588,12914.943686,11400.940900,19110.698513
14290.089441,796.916794,5784.914667,17101.803252,4856.843282,17612.810164
5159.722537,14575.609700,11124.376912,6713.898160,10966.095679,18438.384345
10196.549862,17173.621501,10328.778633,15806.848200,3187.037440,1868.395913
123.495522,9992.291954,3172.409249,13881.679962,9788.874220,8251.725976
14514.500372,9129.562449,445.355184,6727.975432,1816.381532,19775.387220
15440.182452,11886.214038,11224.407082,18588.538897,4480.103356,14500.953929
7437.793169,4821.345561,3263.276732,6668.021816,5102.178075,8936.288019
11168.790637,11509.086852,11274.710078,7820.804293,19664.081780,9432.502941
2462.929860,17661.954882,19543.687854,1606.641499,3829.011611,16854.823209
4107.386810,4247.259228,18251.477598,13370.811486,13753.625059,2531.750349
500.362224,9457.063910,18988.528019,18395.335558,8356.142059,9396.680136
2813.603041,15335.471050,10398.205924,581.444926,5418.594696,13227.776166
14170.523056,2082.560948,1813.277614,12520.986311,12293.407770,10070.556360
18206.095843,4010.339387,16184.581976,10827.486452,7876.534773,7163.909588
14847.041852,7702.770091,7843.336230,11341.629722,5136.025454,2783.076946
18224.494480,4009.061503,16179.063020,10813.374386,7877.450778,7164.417971
18680.488515,1791.979184,7842.522553,4499.819800,1530.329349,12104.691921
644.729998,13620.635735,5990.904495,5368.312475,12798.960067,9272.281625
15239.603001,262.521021,9436.441467,15565.770080,6189.412403,9775.051161
6148.878593,19178.661931,211.508967,8321.169084,14187.756773,7555.157218
17497.267060,12482.471733,10428.015276,17762.587855,2670.158665,9132.253855
16159.034310,8060.422079,2790.734677,6366.429792,1034.932308,2836.716814
19114.460840,18328.864162,16284.145457,3151.839450,19035.968440,1558.184232
16347.581741,16726.388899,1599.591514,1476.193613,17035.656755,3940.209758
7748.154185,1615.878100,5918.276671,11052.985555,9096.976861,18077.949107
11624.368216,11521.611299,14772.858899,12144.311842,3833.129474,17275.096522
4609.773750,15086.551657,558.738530,7244.370724,1356.282480,224.457441
11707.702917,8956.615745,4980.105184,18297.478213,15616.003258,8931.476283
16250.295309,15488.856019,16262.435690,2773.808839,9587.332397,14192.109055
16344.699871,15722.712775,14891.788717,12612.168500,12028.341181,13269.229662
18394.792199,5475.260757,7793.389076,842.198607,18995.447826,12093.856461
15005.578440,11921.160572,4520.947840,16167.241327,1870.197204,18211.786445
17337.265014,1178.160146,11118.717025,10853.618760,8244.464780,19868.796784
1656.568985,8413.125094,18704.357736,27.348618,15583.516377,11008.579591
19023.186683,11475.290203,3301.561358,18497.609123,2798.861359,18671.060699
15621.846521,11733.752339,11637.564650,18907.794214,19123.182399,1552.730300
16241.607833,5691.531432,11209.401590,1359.597190,14404.278298,16414.016946
8346.092360,1709.433611,5865.611122,14727.468230,14037.726117,4099.967276
