1.375592415199999959e+04,1.584896011200000066e+04,1.734863677299999836e+04,6.000996919000000162e+03,4.883689287999999578e+03,8.539998846000000412e+03,0.000000000000000000e+00
5.549553977999999915e+03,1.968809841199999937e+04,1.024157458100000076e+04,1.920792222699999911e+04,1.971055390199999965e+04,9.347264472999999271e+03,0.000000000000000000e+00
8.430272881000000780e+03,5.464567283999999745e+03,1.185486560599999939e+04,1.495494818800000030e+04,7.551571323999999549e+03,7.543120839000000160e+03,1.000000000000000000e+00
4.451693784000000051e+03,7.438530934000000343e+03,1.615139311300000008e+04,1.176896178900000086e+04,1.813772903900000165e+04,1.984532240699999966e+04,1.000000000000000000e+00
1.571110355899999922e+04,1.328443143799999962e+04,1.149733772800000042e+04,3.699132912000000033e+03,5.785507628999999724e+03,7.099085232000000360e+03,0.000000000000000000e+00
6.753450515000000451e+03,3.290753080999999838e+03,1.265910467900000003e+04,6.238291691000000355e+03,1.674011890100000164e+04,2.393267294000000220e+03,2.000000000000000000e+00
4.797311483000000408e+03,1.705322372199999882e+04,1.226095042900000044e+04,1.615520993199999975e+04,5.940383630999999696e+03,7.660343772999999601e+03,2.000000000000000000e+00
1.564275405999999975e+03,3.984569930000000113e+02,9.803459640999999465e+03,1.277786024700000053e+04,1.803634379800000170e+04,1.808793422400000054e+04,1.000000000000000000e+00
9.292730304999999134e+03,8.542182788000000073e+03,2.788720620999999937e+03,1.459043959399999949e+04,2.520632364999999936e+03,4.027162069999999972e+02,2.000000000000000000e+00
1.479936626099999921e+04,5.985475674000000254e+03,1.188450893800000085e+04,1.549849000300000080e+04,7.460077637999999752e+03,6.240067968999999721e+03,1.000000000000000000e+00
1.019391255300000012e+04,1.718191861100000096e+04,1.031935173199999917e+04,1.581272804299999916e+04,3.187190891000000192e+03,1.854227192999999943e+03,0.000000000000000000e+00
8.238696898000000147e+03,2.519291953999999805e+03,1.704562991600000169e+04,5.822752770000000055e+03,1.142283798899999965e+04,9.450605858999999327e+03,1.000000000000000000e+00
1.197403755599999931e+04,1.958037974599999870e+04,1.843113193300000057e+04,1.331675840299999982e+04,1.985550885299999936e+04,1.225954456299999947e+04,0.000000000000000000e+00
1.618477263800000037e+04,1.586806050200000027e+04,1.372216178399999990e+04,6.659409493000000111e+03,9.671564307000000554e+03,9.746771227999999610e+03,0.000000000000000000e+00
1.186031729999999982e+02,4.484861495000000104e+03,2.228068660000000136e+02,8.355090330000000904e+03,8.394016319000000294e+03,7.315129582999999911e+03,2.000000000000000000e+00
2.607341471000000183e+03,4.720199483000000328e+03,1.454027531599999929e+04,7.293860101999999642e+03,1.803962669900000037e+04,1.272043487300000015e+04,1.000000000000000000e+00
1.630163839999999880e+02,1.726419001299999945e+04,9.843795288999999684e+03,1.069905160799999976e+04,1.958694984900000054e+04,1.878214035700000022e+04,2.000000000000000000e+00
6.356498674000000392e+03,3.387456829000000198e+03,1.229563832499999990e+04,6.385852217999999993e+03,6.654759903000000122e+03,3.881155028000000129e+03,2.000000000000000000e+00
7.694248410000000149e+03,1.584672243800000069e+04,9.337210037999999258e+03,3.093327342000000044e+03,1.475367018900000039e+04,1.462431663900000058e+04,2.000000000000000000e+00
1.190200704399999995e+04,7.459292486999999710e+03,9.076554711999999199e+03,1.502019307099999969e+04,4.816913299999999936e+02,5.632956616999999824e+03,0.000000000000000000e+00
5.868937700999999834e+03,7.090955866999999671e+03,1.740625517400000172e+04,9.996181332000000111e+03,1.477163279499999953e+04,9.255715065000000322e+03,1.000000000000000000e+00
4.604813129000000117e+03,1.819154389599999922e+04,1.031881021999999939e+04,1.171272019600000021e+04,5.961035590999999840e+03,1.638709733300000153e+04,2.000000000000000000e+00
5.000527226000000155e+03,1.145396693000000050e+04,7.026752846999999747e+03,5.504206849000000147e+03,7.203398231999999552e+03,1.737789755999999898e+03,2.000000000000000000e+00
1.500218161700000019e+04,1.191442686399999911e+04,4.526765781000000061e+03,1.616759817599999951e+04,1.869589406000000054e+03,1.821197047499999826e+04,0.000000000000000000e+00
1.839137778800000160e+04,5.474601044000000002e+03,7.794205979000000298e+03,8.424925530000000435e+02,1.899847009800000160e+04,1.209235977300000013e+04,1.000000000000000000e+00
4.187879334999999628e+03,4.758070983999999953e+03,1.168705071200000020e+04,1.862901737399999911e+04,1.550779561699999977e+04,1.735716017300000021e+04,1.000000000000000000e+00
3.561978609999999890e+02,1.933685984800000006e+04,1.494298020999999972e+04,1.886330253599999924e+04,9.973384567999999490e+03,2.855563477000000148e+03,2.000000000000000000e+00
4.248660144000000400e+03,1.067770863300000019e+04,6.514946533999999701e+03,1.001331280700000025e+04,1.219177882999999929e+04,1.064773761399999967e+04,2.000000000000000000e+00
1.179240080400000079e+04,1.597779406799999924e+04,1.545239881699999933e+04,6.439536650000000009e+02,5.804444685000000391e+03,2.314643928999999844e+03,0.000000000000000000e+00
7.126599019999999882e+02,8.546487017999999807e+03,3.694471203999999943e+03,1.554463182899999993e+04,7.040593810000000303e+02,6.173060472999999547e+03,2.000000000000000000e+00
1.197151702599999953e+04,1.194621336399999927e+04,4.714548577999999907e+03,1.633231459800000084e+04,1.633891467100000045e+04,7.477076874000000316e+03,0.000000000000000000e+00
2.519309217999999873e+03,3.003935955999999805e+03,1.059825293999999985e+03,9.841050814000000173e+03,1.736660328200000004e+04,1.168969197300000087e+04,2.000000000000000000e+00
1.065162497099999928e+04,1.585617436500000076e+04,9.884017089999999826e+02,1.459828088399999979e+04,1.360872578099999919e+04,1.502380039600000055e+04,0.000000000000000000e+00
9.992838199999999915e+01,4.488807641999999760e+03,2.245846009999999922e+02,8.354649991000000227e+03,8.392590118000000075e+03,7.308201592000000346e+03,2.000000000000000000e+00
6.378784276000000318e+03,1.650844360500000039e+04,1.098216022000000066e+03,2.076953118999999788e+03,5.243003287999999884e+03,1.916575297000000091e+03,2.000000000000000000e+00
